stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
115;116;0x0000000I64X;232;P;00:00:03:866;5010;24;;;;;40.370246;;40 080;564;0;3 443;0;;1 003;2 045;10 530;;2 941;95;2 856;14 562;0;
116;115;0x0000000I64X;230;B;00:00:03:833;1697;24;;;;;41.755338;;13 576;975;0;1 971;0;;7;72;3 986;;1 344;38;791;3 316;0;
117;120;0x0000000I64X;240;P;00:00:04:000;7637;24;;;;;39.503840;;61 096;187;0;5 089;0;;2 142;5 297;11 154;;3 018;219;4 147;27 140;0;
118;118;0x0000000I64X;236;B;00:00:03:933;3500;25;;;;;38.331177;;28 000;863;0;3 220;0;;364;482;6 235;;2 356;196;2 173;10 593;0;
119;117;0x0000000I64X;234;B;00:00:03:900;2042;25;;;;;41.236916;;16 336;955;0;2 279;0;;67;107;4 880;;1 570;37;1 088;4 193;0;
120;119;0x0000000I64X;238;B;00:00:03:966;1905;25;;;;;39.662687;;15 240;963;0;2 180;0;;78;175;4 565;;1 607;55;844;3 614;0;
121;122;0x0000000I64X;244;P;00:00:04:066;6271;24;;;;;39.124020;;50 168;430;0;3 813;0;;1 006;2 373;11 955;;4 080;98;3 565;20 783;0;
122;121;0x0000000I64X;242;B;00:00:04:033;1916;24;;;;;41.523940;;15 328;941;0;2 111;0;;42;81;5 461;;1 386;34;885;3 241;0;
123;124;0x0000000I64X;248;P;00:00:04:133;6563;23;;;;;40.496108;;52 504;445;0;3 593;0;;643;1 969;12 499;;4 705;57;3 809;22 803;0;
124;123;0x0000000I64X;246;B;00:00:04:100;1716;25;;;;;41.486365;;13 728;964;0;1 915;0;;23;60;4 411;;1 500;36;830;2 866;0;
125;128;0x0000000I64X;256;P;00:00:04:266;9182;24;;;;;39.018029;;73 456;445;0;3 463;0;;572;2 193;13 977;;5 313;91;4 206;41 200;0;
126;126;0x0000000I64X;252;B;00:00:04:200;2223;24;;;;;40.479535;;17 784;943;0;2 350;0;;24;55;5 471;;2 235;88;1 042;4 363;0;
